id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,Jimmy: scenes from the life of a black doll,,Scenes from the life of a black doll,"Sowerby, J. G. (John G.)","Evans, Edmund, 1826-1905 (printer)","London (Broadway, Ludgate Hill)|||Glasgow|||New York",George Routledge & Sons|||George Routledge and Sons,[1888],[1888]||||||1888,,,,monographic,English,text,print|||unmediated|||volume,28 pages : color illustrations ; 24 cm.,Advertisements-19th century|||Caricatures and cartoons|||Fiction|||Juvenile fiction|||Juvenile works|||still image|||text,"First-person story of Jimmy, a black doll, and the ill treatment he receives from his owner, a little girl named Joanna, concluding with his admonishments to children to treat their dolls more kindly.",Black dolls|||Dolls|||Children|||Conduct of life|||Blacks,,,juvenile,9603481,,,ocn301482994|||301482994,,,
,Jingles and joys for wee girls and boys,,,"Brine, Mary D. (Mary Dow)","Hatherell, William, 1855-1928 (egr)|||Pole, James. (ill)|||Lawson, Lizzie. (ill)|||J.J. Little & Co (prt)",New York|||London|||Paris,Cassell & Co.|||Cassell & Company,©1883,©1883||||||1883,,,,monographic,English,text,print|||unmediated|||volume,160 pages : illustrations ; 28 cm,Children's poetry-1883|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Children|||Conduct of life|||Children's poetry,,"France, Paris|||United States, New York, New York|||England, London",juvenile,1030865,,15000260,ocm11572295,,,
,"Joe Wayring at home, or, The adventures of a fly-rod",,Adventures of a fly-rod,"Castlemon, Harry, 1842-1915",,Philadelphia,Henry T. Coates,©1886,©1886||||||189u,,,,monographic,English,text,print|||unmediated|||volume,"413 pages, [2] leaves of plates : illustrations ; 20 cm.",text,,,,,,8213810,,,ocm17888150,,,
,"Joe's luck, or, A Boy's Adventures in California",,Joe's luck|||Boy's adventures in California,"Alger, Horatio, Jr, 1832-1899",,New York :,"A.L. Burt, Publisher,|||Burt, A. L. (Albert Levi), 1843-1913",[1887?],1887||||||[1887?],,,,monographic,English,text,print|||unmediated|||volume,286 pages : illustrations ; 19 cm,Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1887|||novel|||text,"Tired of being mistreated by his stingy employer, a fifteen-year-old impoverished orphan sets out to make his fortune in California, where his success at running a restaurant leads him to try his luck at gold mining.",Children|||Conduct of life|||Adventure stories|||Diligence|||Success|||Street life|||Wealth|||Courtship,,"United States, New York, New York|||California",juvenile,8869414,,,ocm02743406,http://books.google.com/books?id=nGFIAQAAMAAJ,,
,John Anderson my jo: Low down in the broom. It was upon a Lammas night. The banks of Doon. Land of the leal. Lubin is away,,,,"Burns, Robert, 1759-1796",Glasgow,Printed for the booksellers,1828,1828,,,,monographic,English,text,print,8 p. ; 15.2 cm.,,,"Chapbooks, Scottish",,,,4001557,,,ocm30135835,,,
,John Bunyan: a tale of two hundred years ago,,,"Ellis, James J. (James Joseph)",,London :,"Alfred Holness, 14 Paternoster Row ;",[approximately 1890],1890||||||[approximately 1890],,,,monographic,English,text,print|||unmediated|||volume,64 pages : illustrations ; 17 cm.,Juvenile literature|||Juvenile works|||biography|||text,,"Puritans|||Bunyan, John 1628-1688",,England,juvenile,8992130,,,ocm43057400,,,
,"John Halifax, gentleman",,,"Craik, Dinah Maria Mulock, 1826-1887",,New York ;,"Harper & Brothers Publishers,|||Harper & Brothers",[1859].,[1859].,1859,1859,,monographic,English,text,print|||unmediated|||volume,485 pages ; 20 cm.,Fiction|||novel|||text,,Orphans|||Working class|||Industrial revolution|||Social conditions,1800-1899|||19th century,England,,8997835,,,on1005078157,,,
,"John True, or, The Christian experience of an honest boy",,The Christian experience of an honest boy,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879",New York,Harper & Brothers,c1856,c1856||||||1856,,,,monographic,English,text,print,160 p. : ill. ; 17 cm.,,,,,,,475779,,,14225291,,,
,Jolly animal ABC,,,,,New York,McLoughlin Bros.,c1888,c1888||||||1888,,,,monographic,English,text,print,1 v. (unpaged) : ill. ; 28 cm.,Juvenile poetry,,Alphabet,,,juvenile,7111777,,,ocm20585088,,,
,"jolly Chinee, The",,,"Veale, E.","Cox, Palmer, 1840-1924",Philadelphia],Hubbard Pub. Co.,c1897,c1897||||||1897,,,,monographic,English,text,print,[16] p. illus. 23 cm.,Fiction|||Juvenile fiction|||Juvenile works,,Children's stories|||Animals,,,juvenile,7911869,,,ocm05860868,,,
,"Jo's boys: and how they turned out. A sequel to ""Little men""",,,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Brothers,1886,1886,,,,monographic,English,text,print,365 p. front. (port.) 18 cm.,,,,,,juvenile,757553,,04016116,00302965,,,
,Jo's boys: and how they turned out,,,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Bros.,"1892, ©1886","1892, ©1886||||||1892",,1886,,monographic,English,text,print|||unmediated|||volume,"365 pages, [1] leaf of plates : portrait ; 18 cm",Juvenile literature|||text,,Conduct of life|||Families,,,,8362525,,,ocm19224273,,,
,Joseph and his brethren,,,,"Bookhout, Edward (engraver)|||Bross, Robert S., approximately 1831- (engraver)|||Chamberlin (engraver)|||Fay, Augustus, approximately 1824- (engraver)|||American Tract Society",New York],"Published by the American Tract Society, 150 Nassau-Street, New York.",[1865?],[1865?]||||||1865,,,,monographic,English,text,print|||unmediated|||volume,"80 p., [1] leaf of plates : ill. ; 16 cm.",Adaptations|||biography|||text,,Sunday school literature|||Bible stories|||(Son of Jacob) Joseph|||Bible,,,juvenile,1079962,,,ocn191235785,,,
,Journey to the Centre of the Earth,Voyage au centre de la terre. English,,"Verne, Jules, 1828-1905",,London|||New York,G. Routledge & Sons,1876,1876,,,,monographic,English,text,print|||unmediated,254 p. ; 18 cm.,text,,,,,,7912029,,,ocn504847116,,,
,"journey to the centre of the earth, A",Voyage au centre de la terre. English,,"Verne, Jules, 1828-1905",,New York,"Scribner, Armstrong & Co.",[1874],[1874]||||||1874,,,,monographic,French|||English,text,print|||unmediated|||volume,305 pages illustrations 19 cm,text,,,,,,7911975,,01009867,ocm04363093,,,
,"Julia changed, or, The true secret of a happy Christmas",,True secret of a happy Christmas,,"American Sunday-School Union, Committee of Publication.",Philadelphia (No. 146 Chesnut Street),American Sunday School Union|||American Sunday-School Union,c1831,c1831||||||1831,,,,monographic,English,text,print,71 p. : ill. ; 15 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel,,Children|||Conduct of life|||Christmas stories|||Sunday schools|||Brothers and sisters|||Mothers and daughters|||Christmas,,"United States, Pennsylvania, Philadelphia",juvenile,7888357,,,ocm84847931,,,
,Julian Mortimer: a brave boy's struggle for home and fortune,,Brave boy's struggle for home and fortune,"Castlemon, Harry, 1842-1915","Hacket, Owen.|||Stockton, Russell.",New York,"A.L. Burt|||Burt, A. L. (Albert Levi), 1843-1913",©1887,©1887||||||1887,,,,monographic,English,text,print|||unmediated|||volume,"276, [2], 27, [4] pages : illustrations ; 20 cm","Children's stories, American|||Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogs-New York (State)-New York-19th century|||novel|||text",,Youth|||Conduct of life|||Diligence|||Wealth|||Success|||Courage|||Outdoor life|||Trappers,,"United States, New York, New York",juvenile,8214058,,,ocm11903015,,,
,Juliana Horatia Ewing and her books,,,"Eden, Horatia K. F. Gatty.","Ewing, Juliana Horatia, 1841-1885|||Society for Promoting Christian Knowledge (Great Britain)",London|||New York,Society for Promoting Christian Knowledge|||E. & J. B. Young,1896,1896,,,,monographic,English,text,print,"302 p. : ill., port. ; 22 cm.",biography,,"Ewing, Juliana Horatia 1841-1885",,,,1037273,,,02605426,,,
,Juliana Horatia Ewing and her books,,,"Eden, Horatia  K. F. (Gatty)","Caldecott, Randolph, 1846-1886",London,Society for Promoting Christian Knowledge,1885,1885,,,,monographic,English,text,print,"88 p. : front. (port.), ill. ; 21 cm.",biography,,"Ewing, Juliana Horatia 1841-1885",,,,1037261,,,02211055,,,
,Juliana Oakley: a tale,,,"Sherwood, Mary Martha, 1775-1851",,Hartford,Published by Oliver D. Cooke & Co.,1825,1825,,,,monographic,English,text,print,"91, [1], 15, [1] p. ; 15 cm.",Juvenile literature,,Conduct of life,,,juvenile,4414207,,,ocm12387668,,,
,"Julius, or, The street boy out west",,Julius|||Street boy out west,"Alger, Horatio, Jr, 1832-1899","Stephens, H. L. (Henry Louis), 1824-1882 (illustrator)|||Kinnersley, Augustus F., approximately 1822- (illustrator)",Boston :,"Loring, Publisher, cor. Washington and Bromfield Streets,|||Benjamin Loring & Co",[1874],1874||||||[1874],,1874,,monographic,English,text,print|||unmediated|||volume,"4 unnumbered pages, 276 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,"A homeless, fifteen-year-old New York City boy is sent by the Children's Aid Society to Brookville, Wisconsin, where his hard work and heroism win him a chance to make his own fortune.",Young men|||Conduct of life|||Wealth|||Street life|||Success|||Uncles|||Redemption,,,juvenile,8869418,,2013656792,ocm11620050,,,
,"jumble: a collection of pieces in prose and rhyme, for the Silver Lake stories, The",,Silver Lake stories,"Bradford, Sarah H. (Sarah Hopkins), 1818-1912",,Auburn|||Rochester,"Alden, Beardsley & Co.|||Wanzer,Beardsley & Co.","1853, c1852","1853, c1852|||1853/1852",,,,monographic,English,text,print,148 p. illus. 15 cm.,,,,,,juvenile,1092919,,,23453296,,,
,Jumbo,,,,Goode Brothers (Firm),London,Goode Bros.,[1882?],[1882?]|||1870/1882,,,,monographic,English,text,print,1 folded sheet ([8] p.) : chiefly ill. ; 13 x 16 cm.,Juvenile literature,,Elephants|||Mammals|||(Elephant) Jumbo,,,juvenile,4659374,,,ocm17756240,,,
,"jumping jack's journey, or, The perilous adventures of a jumping-jack, a tin soldier, and a nut-cracker, The",,"Jumping jack's adventures|||Jumping jack|||Perilous adventures of a jumping-jack, a tin soldier, and a nut-cracker",,"Landor, Miss (translator)|||Draper, Warren Fales, 1818-1905 (printer)","Boston :|||Andover, Mass. :","Whittemore, Niles, and Hall,|||Printed by W.F. Draper|||Whittemore, Niles, and Hall",1858.,1858||||||1858.,,,,monographic,English|||German,text,print|||unmediated|||volume,"106, 5 pages, 24 unnumbered pages, 1 unnumbered leaf of plates : illustrations ; 17 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Toys|||Courage|||Fairies|||Magicians|||Magic|||Fairy tales, German",,,juvenile,8331497,,,ocm38141540,,,
,"jungle book, The",,,"Kipling, Rudyard, 1865-1936",,New York :|||[New York] :,"The Century Co.,|||The De Vinne Press",1899.,1899||||||1899.,,1894,62nd thousand.,monographic,English,text,print|||unmediated|||volume,"xiii, [3], 303, [1] pages : illustrations ; 20 cm",Fiction|||text,,Jungle animals|||Feral children|||Boys|||(Fictitious character) Mowgli,,India,juvenile,754174,,07041592,ocm08551884,,,
,"jungle book, The",,,"Kipling, Rudyard, 1865-1936",,New York,Century Co.,1897,1897,,,35th thousand.,monographic,English,text,print|||unmediated|||volume,"xiii, [3], 303 pages : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Jungles|||Animals|||(Fictitious character) Mowgli,,India,juvenile,8998836,,,ocm37257111,,,
,"jungle book, The",,,"Kipling, Rudyard, 1865-1936",,New York,Century Co.,c1894,c1894||||||1894,,,,monographic,English,text,print,"xiii, 303 p. : ill. ; 20 cm.",Folklore|||Juvenile fiction,,Animals,,,juvenile,4532957,,,ocm07584966,,,
,"Jungle, or, Child's book of wild animals, The",,Child's book of wild animals,,,New York,Kiggins and Kellogg,ca. 1840,ca. 1840||||||1840,,,,monographic,English,text,print,24 p. : ill. ; 16 cm.,,,Animals|||Juvenile literature,,,juvenile,1076979,,,09577954,,,
,"Juvenile cabinet: being a selection of useful and entertaining stories : for children : in two volumes, The",,,,,"Sandbornton, N.H. :","Published by Charles Lane,",1836.,1836||||||1836.,,,,monographic,English,text,print|||unmediated|||volume,"22, 22, 21, 23, 22, 23 pages : illustrations ; 15 cm",Fiction|||Juvenile fiction|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Children|||Conduct of life|||Children's stories|||Children's poetry,,,juvenile,7893220,,,ocn948010422,,,
,"Juvenile dialogues, or, Recreations for school boys: during their leisure hours at boarding-school",,Recreations for school boys,"Merrythought, Billy.",,Chelmsford [England],Printed and sold by I. Marsden,[ca. 1815],[ca. 1815]||||||1815,,,,monographic,English,text,print,22 p. : ill. ; 13 cm.,Juvenile fiction|||Specimens,,Animal welfare|||Conduct of life|||Obedience|||Chapbooks,,,juvenile,7547143,,,ocn317611965,,,
,"juvenile gleaner, or, anecdotes and miscellaneous pieces: designed for amusement & instruction, The",,Anecdotes and miscellaneous pieces,Author of a brief historical catechism of the Holy Scriptures.,,York|||London|||Birmingham|||Dublin,"Printed and sold by W. Alexander and Son, Castlegate|||sold also by Harvey and Darton, W. Philips, E. Fry, and W. Darton|||R⁾. Peart|||Bentham & Gardiner",1825,1825,,,,monographic,English,text,print,"viii, 13⁾-220 p. : ill., front. ; 15 cm.",,"Thirty-two short instructional and inspirational messages, some containing verse.",Children's stories|||Conduct of life|||Juvenile fiction,,,juvenile,1080487,,,23961871,,,
,"juvenile Lavater, or, A familiar explanation of the Passions of Le Brun: calculated for the instruction & entertainment of young persons : interspersed with moral and amusing tales, The",,A familiar explanation of the Passions of Le Brun,"Brewer, George, 1766-","Lavater, Johann Caspar, 1741-1801|||Le Brun, Charles, 1619-1690",London,Printed for Didier and Tebbett,1808-1816⁾,1808-1816⁾|||1808/1816,,,,monographic,English,text,print,"8⁾, 174 p., 18⁾ leaves of plates : ill. ; 15 cm.",,,Moral education|||Physiognomy|||Juvenile literature,,,juvenile,1040284,,,12284234,,,
,"juvenile Lavater, or, A familiar explanation of the Passions of Le Brun: calculated for the instruction and entertainment of young persons : interspersed with moral and amusing tales, illustrating the benefit and happiness attendant on the good passions, and the misfortunes which ensue the bad, in the circumstances of life, The",,Familiar explanation of the Passions of Le Brun,"Brewer, George, 1766-","Lavater, Johann Caspar, 1741-1801|||Le Brun, Charles, 1619-1690",London,"Printed at the Minerva Press for A.K. Newman and Co., Leadenhall Street",[1812?],[1812?]||||||1812,,,,monographic,English,text,print,"[6], 171, [1] p., [19] leaves of plates : ill. ; 15 cm.",,,Facial expression|||Juvenile literature|||Moral education|||Physiognomy,,,juvenile,1558958,,44049631,12340866,,,
,"Juvenile magazine, or Miscellaneous repository of useful information, The",,Juvenile magazine|||Miscellaneous repository of useful information,,,Philadelphia,Printed for B. Johnson,1802-1803,1802-1803|||1802/1803,,,,serial,English,text,print,"4 v. : ill., plates ; 15 cm.",periodical,,,,,,552629,,,10595140,,,
,Juvenile melodies,,,,,Philadelphia,"Turner & Fisher, 15 North Sixth Street, and 74 Chatham Street New York|||Turner & Fisher",[between 1845 and 1849?],[between 1845 and 1849?]|||1845/1849,,,,monographic,English,text,print,"[6] leaves, p. 11-22 : ill. (some col.) ; 15 cm",Folk tales-1845|||Juvenile literature-1845|||Poems-1845|||Specimens,,Children's stories|||Children's poetry|||Chapbooks,,,juvenile,7746897,,,ocn870646453,,,
,"Juvenile miscellany, The","Juvenile miscellany (Boston, Mass.)",,,"Child, Lydia Maria, 1802-1880 (ed)|||Hale, Sarah Josepha Buell, 1788-1879 (ed)","Boston, Mass",Printed and published by John Putnam],1826-1836,1826-1836|||1826/1836,,,,serial,English,text,print,19 v. : ill. ; 15 cm.,periodical,,,,,,1324273,,,01775160,,,
,"Juvenile pastimes, or, Sports for the four seasons",,Juvenile pastimes|||Sports for the four seasons,,,Philadelphia,"Published by Morgan & Yeager, at the juvenile bookstore ...",ca. 1825⁾,ca. 1825⁾||||||1825,,,,monographic,English,text,print,8⁾ leaves : ill. ; 14 cm.,,,,,,juvenile,1041019,,,22457105,,,
,Juvenile repository,"Juvenile repository (Boston, Mass. : 1833)",,,,Boston,"B.H. Greene, L.C. Bowles",,1833/1834,,,,serial,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (v.),Juvenile literature-Periodicals|||Periodicals|||periodical|||text,,Children's literature,,"United States, Massachusetts, Boston",,4119260,,,,,,
,"Juvenile stories, for the instruction of children",,,,,Concord [N.H.],Atwood & Brown|||Atwood & Brown,1837,1837,,,,monographic,English,text,print,16 p. : ill. ; 96 mm.,Children's stories|||Juvenile fiction|||Specimens|||novel,,Children|||Conduct of life|||Miniature books,,"United States, New Hampshire, Concord",juvenile,6827799,,,ocm12674914,,,
,Juvenile stories: for the instruction of children,,,,,Concord [N.H.],Published by Hoag & Atwood.|||Hoag & Atwood,1830,1830,,,,monographic,English,text,print,16 p. : ill. ; 11 cm.,Chapbooks-1830|||Juvenile literature-1830|||Poems-1830|||Publishers' catalogues-New Hampshire-Concord,,Children's stories,,"United States, New Hampshire, Concord",juvenile,4803597,,,ocm79879893,,,
,"juvenile sunday-book: containing sketches in  prose and verse adapted to the moral improvement of the young, The",,"Sunday-book, for children in prose and verse adapted to the moral improvement",,,New York,Kiggins and Kellogg,ca. 1840,ca. 1840||||||1840,,,,monographic,English,text,print,24 p. : ill. ; 16 cm.,,,Conduct of life|||Juvenile literature|||Religious life,,,,1076972,,,09577898,,,
