id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,Yūkai kōjō|||誘拐工場,Taken. Japanese|||Taken,,"George, Kathleen, 1943-","Takahashi, Kumiko, 1960-|||高橋恭美子, 1960-",Tōkyō|||東京 :,"Shinchōsha|||新潮社,",2003,2003||||||2003.,,,,monographic,Japanese|||English,text,print|||unmediated|||volume,606 pages ; 16 cm.,Fiction|||text,,Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,9986026973406236,4102011110|||9784102011119,,ocm54633742,,,
,"Between the Covers: collection of 9 photograph and memorabilia albums of American Circus Life and Performance, 3,000 photographs",,,,,,,,,,,,monographic,English,text,print,,,,,,,,9991743573406236,,,,,,
,"complete angler, or, The contemplative man's recreation: being a discourse of rivers fish-ponds fish and fishing, The",Compleat angler,Contemplative man's recreation,"Walton, Izaak, 1593-1683|||Cotton, Charles, 1630-1687|||Nicolas, Nicholas Harris, Sir, 1799-1848","Whittingham, Charles, 1795-1876 (printer)|||Stothard, Thomas, 1755-1834 (illustrator)|||Inskipp, James, 1790-1868 (illustrator)|||Horne, Bernard S., 1905-1970 (former owner)",London,"William Pickering|||Pickering, William, 1796-1854",1836,1836,,,,monographic,English,text,print|||unmediated|||volume,"2 volumes, [14] leaves of plates : illustrations, portraits ; 28 cm",Engravings-England-17th century|||Engravings-England-18th century|||Engravings-England-19th century|||Extra-illustrated copies (Provenance)-England-19th century|||text,,Fishing,,"England, London",,9994777773406236,,12019644,on1029964518|||1029964518,,,
,"operas of Richard Strauss in Britain, 1910-1963, The",,,"Jefferson, Alan.",,London,Published for the Society for Theatre Research by] Putnam,[1963],[1963]||||||1963,,,,monographic,English,text,print,"xv, 186 p. 26 cm.",bibliography|||biography,,"Opera|||Strauss, Richard 1864-1949|||Operas",,Great Britain,,998638143406236,,64004865 /MN,00645953,,,
,"King's Theatre, 1704-1867: London's first Italian opera house, The",,,"Nalbach, Daniel.",,London,Society for Theatre Research,1972,1972,,,,monographic,English,text,print,"xii, 164 p. illus. 22 cm.",bibliography,,Opera|||London. King's Theatre.,,Italy|||England|||London,,998639533406236,0854300031,73176807 /MN/r85,00736168,,,
,Victor Herbert: the biography of America's greatest composer of romantic music,,,"Kaye, Joseph.",,New York,G. H. Watt,1931,1931,,,,monographic,English,text,print,271 p. illus. 22 cm.,,,"Herbert, Victor 1859-1924",,,,998643223406236,,32004917,00871263,,,
,Gilbert and Sullivan,,,"Jacobs, Arthur, 1922-1996",,London,M. Parrish,[1951],[1951]||||||1951,,,,monographic,English,text,print,64 p. illus. 23 cm.,,,"Gilbert, W. S. (William Schwenck) 1836-1911|||Sullivan, Arthur 1842-1900",,,,998646753406236,,52004471,01118860,,,
,"Italian opera and contemporary ballet in London, 1789-1820: a record of performances and players, with reports from the journals of the time, The",,,"Smith, William C. (William Charles), 1881-1972",,London,Society for Theatre Research,[1955],[1955]||||||1955,,,,monographic,English,text,print,"xviii, 191 p. facsims. 22 cm.",bibliography,,Opera|||Ballet|||History|||Operas|||Bibliography|||Ballets|||London. King's Theatre.,18th century|||19th century,Italy|||England|||London,,998664723406236,,55003810 //r864,05030354,,,
,"world of Gilbert and Sullivan, The",,,"Darlington, W. A. (William Aubrey), 1890-1979",,London|||New York,P. Nevill,1951,1951,,,,monographic,English,text,print,"167 p., [11] leaves of plates : ill. ; 22 cm.",biography,,"Gilbert, W. S. (William Schwenck) 1836-1911|||Sullivan, Arthur 1842-1900",,,,998664763406236,,,05032830,,,
,Robert Stolz: Melodie eines Lebens : ein Komponist erobert die Welt,,,"Brümmel, Wolf-Dietrich.","Booth, Friedrich van.",Hamburg,Marion von Schröder Verlag,[1967],[1967]||||||1967,,,1. Aufl.,monographic,German,text,print,"199 p., 128 pages of plates : ill., facsims. ; 24 cm.",bibliography|||biography,,"Iconography|||Stolz, Robert 1880-1975",,,,998667843406236,,67028355 /MN,08578043,,,
,My time is your time: the story of Rudy Vallee,,,"Vallée, Rudy, 1901-1986","McKean, Gil.|||Rouben Mamoulian Collection (Library of Congress)",New York,I. Obolensky,[1962],[1962]||||||1962,,,,monographic,English,text,print|||unmediated|||volume,244 pages illustrations 25 cm,Biographies|||Biography|||biografi|||text,,"Musicians|||Musiker|||Självbiografier|||Vallée, Rudy 1901-1986",,Förenta staterna|||United States,,998750063406236,,62018783,ocm00488031|||488031,,,
,"British broadside ballad and its music, The",,,"Simpson, Claude M. (Claude Mitchell), 1910-1976",,"New Brunswick, N.J",Rutgers University Press,[1966],[1966]||||||1966,,,,monographic,English,text,print,"xxxiii, 922 p. 26 cm.",bibliography,,"Ballads, English|||History and criticism|||Folk songs, English",,,,998754753406236,,63016308 /MN,00685217,,,
,Decorative theatre lighting: a pictorial survey,,,"Ducibella, Joseph R.","Corsini, B. Andrew.|||Theatre Historical Society (U.S.)",United States],Theatre Historical Society,1988,1988,,,,monographic,English,text,print,40 p. : ill. ; 22 x 28 cm.,,,"Theaters|||Lighting|||Electric lighting|||Lighting, Architectural and decorative",,United States,,998913183406236,,,19098509,,,
,"world of Hirschfeld, The",,,"Hirschfeld, Al.",,New York,H. N. Abrams,[1970?],[1970?]||||||1970,,,,monographic,English,text,print,233 p. illus. (part col.) 28 x 30 cm.,,,,,,,998997813406236,0810901773,70082875 //r84,00116433,,,
,"American theatre as seen by Hirschfeld, The",,,"Hirschfeld, Al.",,New York,G. Braziller,1961,1961,,,,monographic,English,text,print,1 v. (unpaged) (chiefly illus.) 25 x 30 cm.,,,Theater|||Caricatures and cartoons,,United States,,999005973406236,,61015495 /L,01059477,,,
,Gilbert & Sullivan opera: a new assessment,,,"Williamson, Audrey, 1913-1986",,New York,Macmillan,1953,1953,,,,monographic,English,text,print,292 p. illus. 23 cm.,"Stories, plots, etc",,"Operas|||Gilbert, W. S. (William Schwenck) 1836-1911|||Sullivan, Arthur 1842-1900",,,,999065073406236,,53003502 /L,01348707,,,
,"Season in, season out, 1965-1966",,,"Gaver, Jack.",,"New York, N.Y",Hawthorn,1966,1966,,,1st ed.,monographic,English,text,print,"xiii, 221 p. ; 24 cm.",,,Theater,,New York|||New York (State),,999648213406236,,66015351,00466247,,,
,Mister Abbott,,,"Abbott, George, 1887-1995",,New York,Random House,[1963],[1963]||||||1963,,,,monographic,English,text,print,279 p. 22 cm.,biography,,Actors|||Biography,,,,999648273406236,,63016153,00330940,,,
,Bright particular star: the life & times of Charlotte Cushman,,,"Leach, Joseph.",,New Haven,Yale University Press,1970,1970,,,,monographic,English,text,print,"xvi, 453 p. illus., facsim., ports. 24 cm.",bibliography|||biography,,"Cushman, Charlotte 1816-1876",,,,999648513406236,300012055,76099829,00088927,,,
,"Groucho letters: letters from and to Groucho Marx, The",,,"Marx, Groucho, 1890-1977",,New York],Signet Books,"[1968, c1967]","[1968, c1967]|||1968/1967",,,,monographic,English,text,print,238 p. 18 cm.,biography,,,,,,999653363406236,,67012921,05296126,,,
,Chips off the old Benchley,,,"Benchley, Robert, 1889-1945","Williams, Gluyas, 1888- (illus)","New York, N.Y",Harper,1949,1949,,,,monographic,English,text,print,"xii, 273 p. : ill. ; 21 cm.",,,,,,,999664933406236,,49010872 //r83,00279599,,,
,"worlds of Robert E. Sherwood: mirror to his times, 1896- 1939, The",,,"Brown, John Mason, 1900-1969",,"New York, N.Y",Harper & Row,1965,1965,,,[1st ed.],monographic,English,text,print,"xviii, 409 p. : ill., ports. ; 22 cm.",bibliography|||biography,,"Biography|||Dramatists, American|||Sherwood, Robert E. (Robert Emmet) 1896-1955",20th century,,,999677853406236,,65020424 //r852,00233343,,,
,Private Shaw and public Shaw: a dual portrait of Lawrence of Arabia and G. B. S,,,"Weintraub, Stanley, 1929-2019",,New York,Braziller,1963,1963,,,,monographic,English,text,print,302 p. : ill. ; 22 cm.,bibliography|||biography,,"Lawrence, T. E. (Thomas Edward) 1888-1935|||Shaw, Bernard 1856-1950",,,,999691763406236,,62019925 /L,00394619,,,
,Famous American plays of the 1930s,,,,"Clurman, Harold, 1901-1980 (ed)",New York,Dell Pub. Co.,1959,1959,,,,monographic,English,text,print,480 p. ; 17 cm.,,,American drama,20th century,,,999768133406236,,60000412,00522739,,,
,Memo from David O. Selznick,,,"Selznick, David O., 1902-1965",,New York,Viking Press,[c1972],[c1972]||||||1972,,,,monographic,English,text,print,"xxiv, 549 p. illus. 22 cm.",biography,,,,,,999775483406236,,72196904,00392247,,,
,"world of musical comedy: the story of the American musical stage as told through the careers of its foremost composers and lyricists, The",,,"Green, Stanley.",,New York,Ziff-Davis Pub. Co.,c1960,c1960||||||1960,,,,monographic,English,text,print,"xvi, 391 p. : ill. ; 26 cm.",biography,,Musicals|||History and criticism|||Composers,,United States,,999912163406236,,60010522 //r83,00911304,,,
,If memory serves: memoirs of Sacha Guitry,Si jái bonne mémoire. English. 1935,,"Guitry, Sacha, 1885-1957","Galantière, Lewis, 1893-|||Guitry, Sacha, 1885-1957","Garden City, N.Y","Doubleday, Doran & Co.",1935,1935,,,,monographic,English|||French,text,print,"viii p., 2 l., 312 p. : ill., ports. ; 24 cm.",Correspondence|||biography,,Actors,,,,999919563406236,,35024923,01381956,,,
,"modern theatre: five plays, The",,,,"Bentley, Eric, 1916-2020 (ed)","Garden City, NY",Doubleday,1955-,1955-|||1955/9999,,,,monographic,Undetermined|||English,text,print,v. ; 18 cm.,Collections,,Drama|||English drama,,,,999944433406236,,55007979 //r61,00339230,,,
,After the fall: a play,,,"Miller, Arthur, 1915-2005",,New York,Viking Press,1964⁾,1964⁾||||||1964,,,Rev. final stage version⁾,monographic,English,text,print,114 p. ports. 22 cm.,,,,,,,9910537223406236,,66001903,01934840,,,
,"MGM years, The",,,"Thomas, Lawrence B.",,New York,Columbia House; distributed by Arlington House,[1972],[1972]||||||1972,,,,monographic,English,text,print,138 p. illus. 31 cm.,bibliography,,Musical films|||History and criticism,,Los Angeles|||California,,9910703833406236,,72195889 //r882,00508927,,,
,Occupation: angel,,,"Cullman, Marguerite.",,New York,Norton,1963,1963,,,[1st ed.],monographic,English,text,print,256 p. ; 22 cm.,,,Theater|||Production and direction,,New York|||New York (State),,9910989273406236,,62010096,00225785,,,
,... Plays,,,"Anouilh, Jean, 1910-1987",,New York,Hill and Wang,[1958-67],[1958-67]|||1958/1967,,,,monographic,English,text,print,3 v. 19 cm.,,,,,,,9911040913406236,,58006064 //r68,00341757,,,
,"Famous plays of crime and detection, from Sherlock Holmes to Angel Street",,,,"Cartmell, Van H. (Van Henry), 1896-1966 (comp)|||Cerf, Bennett, 1898-1971 (joint comp)",Philadelphia,The Blakiston company,1946,1946,,,,monographic,English,text,print,"xv, 910 p. 22 cm.",,,Detective and mystery plays,,,,9911094623406236,0836982207,46006655 //r,01280533,,,
,"One-act plays for stage and study, fourth series: twenty two contemporary plays, never before published in book form",,,,,New York City|||London,"S. French|||S. French, Ltd.",1928,1928,,,,monographic,English,text,print,"xii, 370 p. 21 cm.",,,American drama|||English drama,,,,9911101393406236,,28027611,00906208,,,
,"king's henchman: a play in three acts, The",,,"Millay, Edna St. Vincent, 1892-1950",,New York|||London,Harper & Brothers,1927,1927,,,,monographic,English,text,print,"4 p. ., 3-131, [1] p. front. 26 cm.",,,Aethelwold d. 962,,,,9911149103406236,,27005029,01405344,,,
,"Good night, sweet prince",,Life and times of John Barrymore,"Fowler, Gene, 1890-1960",,New York,The Viking press,1944,1944,,,,monographic,English,text,print,"xvi, 477 p. : ill. ; 22 cm.",biography,,"Actors|||Biography|||Barrymore, John 1882-1942",,United States,,9911262233406236,,44004430 //r892,00331086,,,
,Covent Garden,,,,,London|||New York,M. Parrish|||Chanticleer Press,[1948],[1948]||||||1948,,,,monographic,English,text,print,70 p. : ill. (some col.) ; 23 cm.,,,"Royal Opera House (London, England)",,Great Britain,,9911268043406236,,49007280,01317858,,,
,Portrait of G.B.S,,,"Topolski, Feliks, 1907-1989",,New York,Oxford University Press,1947,1947,,,,monographic,English,text,print,12 p. : 33 ports. (1 col.) ; 25 cm.,,,"Portraits|||Shaw, Bernard 1856-1950",,,,9911412243406236,,a 50009024,02571840,,,
,Three English comedies,,,,"De Mille, Alban Bertram, 1873-|||Goldsmith, Oliver, 1730?-1774|||Sheridan, Richard Brinsley, 1751-1816",Boston,Allyn and Bacon,c1924,c1924||||||1924,,,,monographic,English,text,print,"vii, 479 p., [18] leaves of plates : ill. ; 17 cm.",,,English drama,18th century,,,9911412293406236,,24029876,00347180,,,
,Mud show: a circus season,,,"Powledge, Fred.",,New York,Harcourt Brace Jovanovich,c1975,c1975||||||1975,,,1st ed.,monographic,English,text,print,374 p. : ill. ; 24 cm.,,,Circus|||Hoxie Brothers Circus.,,United States,,9911414803406236,015163212X,75012691,01324581,,,
,Portrait of Barrie,,,"Asquith, Cynthia, Lady, 1887-1960",,New York,Dutton,1955,1955,,,1st ed.,monographic,English,text,print,"230 p., [7] †. of plates : ill. ; 22 cm.",biography,,"Barrie, J. M. (James Matthew) 1860-1937",,,,9911419633406236,,55009648 /L,01280031,,,
